Borrower_ID,Borrower_Name,Sector,Risk_Profile,Quarter,Sales_Cr,EBITDA_Margin_pct,DSCR,Debt_to_TNW,Current_Ratio,Debtor_Days,Inventory_Days,Creditor_Days,Total_Debt_Cr,TNW_Cr
BORR-0172,Salvi Group,Trading,Healthy,Q3,78.52,12.34,1.5,2.02,1.51,50.0,60.0,45.0,38.28,12.17
BORR-0173,"Bahri, Rai and Sood",Steel,Healthy,Q3,170.17,12.33,1.5,2.02,1.51,50.0,60.0,45.0,83.9,38.35
BORR-0174,Pandey LLC,Steel,Healthy,Q3,254.61,11.12,1.5,2.02,1.51,50.0,60.0,45.0,82.12,120.34
BORR-0175,Saini-Yohannan,Infrastructure,Healthy,Q3,243.38,13.26,1.5,2.02,1.51,50.0,60.0,45.0,115.53,42.77
BORR-0176,"Kannan, Sura and Kanda",Construction,Healthy,Q3,418.51,12.41,1.5,2.02,1.51,50.0,60.0,45.0,208.66,199.24
BORR-0177,Sarin-Sunder,Construction,Watch,Q3,186.55,13.16,1.5,2.02,1.51,50.0,60.0,45.0,110.15,55.3
BORR-0178,Ramachandran LLC,Renewable Energy,Watch,Q3,806.39,13.0,1.5,2.02,1.51,50.0,60.0,45.0,132.15,272.9
BORR-0179,"Ravel, Gandhi and Sibal",Logistics,Watch,Q3,144.06,13.24,1.5,2.02,1.51,50.0,60.0,45.0,102.35,68.34
BORR-0180,Walla Inc,Food Processing,Healthy,Q3,2850.56,13.38,1.5,2.02,1.51,50.0,60.0,45.0,1887.27,449.01
BORR-0181,Bala-Chacko,Trading,Healthy,Q3,333.77,12.84,1.5,2.02,1.51,50.0,60.0,45.0,150.35,121.89
BORR-0182,"Sangha, Deshmukh and Shenoy",Renewable Energy,Healthy,Q3,79.22,11.75,1.5,2.02,1.51,50.0,60.0,45.0,50.5,12.08
BORR-0183,Bedi LLC,Food Processing,Healthy,Q3,62.37,12.6,1.5,2.02,1.51,50.0,60.0,45.0,15.84,27.23
BORR-0184,Narang-Kakar,Textiles,Watch,Q3,300.52,11.93,1.5,2.02,1.51,50.0,60.0,45.0,129.18,106.7
BORR-0185,Narain-Nazareth,Construction,Healthy,Q3,147.58,11.79,1.5,2.02,1.51,50.0,60.0,45.0,101.72,63.9
BORR-0186,Mall-Sama,Pharmaceuticals,Healthy,Q3,372.27,12.56,1.5,2.02,1.51,50.0,60.0,45.0,79.99,110.18
BORR-0187,Bumb-Singhal,Logistics,Healthy,Q3,284.05,12.46,1.5,2.02,1.51,50.0,60.0,45.0,160.34,119.2
BORR-0188,Zacharia Inc,Power,Healthy,Q3,168.58,12.4,1.5,2.02,1.51,50.0,60.0,45.0,29.39,47.71
BORR-0189,Kapur-Biswas,Pharmaceuticals,Watch,Q3,78.94,12.03,1.5,2.02,1.51,50.0,60.0,45.0,23.05,11.61
BORR-0190,"Baria, Balasubramanian and Kota",Manufacturing,Healthy,Q3,50.0,12.63,1.5,2.02,1.51,50.0,60.0,45.0,15.48,14.55
BORR-0191,Bahri PLC,Steel,Healthy,Q3,115.49,12.42,1.5,2.02,1.51,50.0,60.0,45.0,44.47,49.16
BORR-0192,Khare and Sons,Construction,Healthy,Q3,425.75,12.62,1.5,2.02,1.51,50.0,60.0,45.0,241.36,198.96
BORR-0193,Contractor-Kamdar,Power,Healthy,Q3,232.81,12.18,1.5,2.02,1.51,50.0,60.0,45.0,152.24,71.9
BORR-0194,Kunda-Pillay,Engineering,Healthy,Q3,52.44,12.42,1.5,2.02,1.51,50.0,60.0,45.0,19.9,9.61
BORR-0195,Contractor and Sons,Chemicals,Healthy,Q3,219.88,13.06,1.5,2.02,1.51,50.0,60.0,45.0,137.68,73.86
BORR-0196,Chokshi-Bal,Logistics,Healthy,Q3,265.06,12.0,1.5,2.02,1.51,50.0,60.0,45.0,81.44,117.63
BORR-0197,Prashad-Ranganathan,Construction,Healthy,Q3,75.44,12.64,1.5,2.02,1.51,50.0,60.0,45.0,31.63,13.22
BORR-0198,"Issac, Borra and Kibe",Construction,Stressed,Q3,222.42,12.88,1.5,2.02,1.51,50.0,60.0,45.0,107.21,102.63
BORR-0199,Mitra Ltd,Steel,Watch,Q3,192.33,13.64,1.5,2.02,1.51,50.0,60.0,45.0,105.35,87.93
BORR-0200,"Dara, Barman and Palan",Power,Watch,Q3,58.9,13.28,1.5,2.02,1.51,50.0,60.0,45.0,24.0,21.5
BORR-0001,"Choudhury, Bakshi and Maharaj",Manufacturing,Watch,Q4,297.89,12.0,1.5,2.0,1.5,50.0,60.0,45.0,177.22,70.22
BORR-0002,Kapoor and Sons,Trading,Healthy,Q4,157.86,12.0,1.5,2.0,1.5,50.0,60.0,45.0,38.8,47.03
BORR-0003,"Chaudry, Chahal and Sami",Engineering,Healthy,Q4,346.43,12.0,1.5,2.0,1.5,50.0,60.0,45.0,212.65,171.42
BORR-0004,Balan Inc,Infrastructure,Watch,Q4,831.33,12.0,1.5,2.0,1.5,50.0,60.0,45.0,234.24,219.06
BORR-0005,Kaul PLC,Auto Components,Stressed,Q4,143.43,12.0,1.5,2.0,1.5,50.0,60.0,45.0,52.67,71.58
BORR-0006,"Bala, Issac and Saini",Pharmaceuticals,Watch,Q4,143.43,12.0,1.5,2.0,1.5,50.0,60.0,45.0,31.11,43.34
BORR-0007,Sen PLC,Logistics,Healthy,Q4,879.38,12.0,1.5,2.0,1.5,50.0,60.0,45.0,557.58,205.61
BORR-0008,Ahuja-Dutta,Pharmaceuticals,Watch,Q4,390.5,12.0,1.5,2.0,1.5,50.0,60.0,45.0,161.22,129.32
BORR-0009,"Sami, Oak and Mall",Power,Stressed,Q4,113.36,12.0,1.5,2.0,1.5,50.0,60.0,45.0,56.19,26.64
BORR-0010,Kale LLC,Chemicals,Healthy,Q4,311.86,12.0,1.5,2.0,1.5,50.0,60.0,45.0,133.34,142.23
BORR-0011,Chanda Group,Trading,Watch,Q4,114.04,12.0,1.5,2.0,1.5,50.0,60.0,45.0,55.14,45.78
BORR-0012,Parmer LLC,Power,Healthy,Q4,113.78,12.0,1.5,2.0,1.5,50.0,60.0,45.0,57.65,41.73
BORR-0013,"Lalla, Bassi and Sharaf",Pharmaceuticals,Healthy,Q4,230.89,12.0,1.5,2.0,1.5,50.0,60.0,45.0,156.67,105.69
BORR-0014,"Dash, Radhakrishnan and Brar",Renewable Energy,Healthy,Q4,50.0,12.0,1.5,2.0,1.5,50.0,60.0,45.0,33.09,16.34
BORR-0015,"Memon, Pathak and Handa",Textiles,Healthy,Q4,50.0,12.0,1.5,2.0,1.5,50.0,60.0,45.0,20.39,8.23
BORR-0016,"Boase, Bath and Kari",Trading,Stressed,Q4,103.31,12.0,1.5,2.0,1.5,50.0,60.0,45.0,30.88,21.25
BORR-0017,Buch-Kaul,Steel,Stressed,Q4,65.84,12.0,1.5,2.0,1.5,50.0,60.0,45.0,44.52,15.89
BORR-0018,Rai LLC,Engineering,Watch,Q4,248.2,12.0,1.5,2.0,1.5,50.0,60.0,45.0,91.47,43.31
BORR-0019,Patla-Gaba,Manufacturing,Healthy,Q4,73.11,12.0,1.5,2.0,1.5,50.0,60.0,45.0,24.3,16.34
BORR-0020,Pant-Kadakia,Manufacturing,Healthy,Q4,50.0,12.0,1.5,2.0,1.5,50.0,60.0,45.0,8.89,24.72
BORR-0021,"Loke, Bora and Garg",Steel,Stressed,Q4,784.97,12.0,1.5,2.0,1.5,50.0,60.0,45.0,332.73,337.93
BORR-0022,"Konda, Gade and Shere",Chemicals,Healthy,Q4,144.64,12.0,1.5,2.0,1.5,50.0,60.0,45.0,50.84,66.9
BORR-0023,Madan-Kanda,Auto Components,Healthy,Q4,193.94,12.0,1.5,2.0,1.5,50.0,60.0,45.0,128.4,93.81
BORR-0024,"Nair, Bhalla and Karnik",Steel,Watch,Q4,50.0,12.0,1.5,2.0,1.5,50.0,60.0,45.0,26.78,9.87
BORR-0025,Mutti Group,Engineering,Healthy,Q4,105.17,12.0,1.5,2.0,1.5,50.0,60.0,45.0,28.36,16.53
BORR-0026,Bhatti-Kakar,Construction,Healthy,Q4,202.54,12.0,1.5,2.0,1.5,50.0,60.0,45.0,54.48,72.35
BORR-0027,"Murty, Kala and Tata",Logistics,Healthy,Q4,57.34,12.0,1.5,2.0,1.5,50.0,60.0,45.0,24.42,11.67
BORR-0028,Shanker-Dhar,Food Processing,Healthy,Q4,263.93,12.0,1.5,2.0,1.5,50.0,60.0,45.0,73.18,113.29
BORR-0029,Dewan-Koshy,Renewable Energy,Healthy,Q4,99.42,12.0,1.5,2.0,1.5,50.0,60.0,45.0,49.6,31.38
BORR-0030,"Yohannan, Lall and Sangha",Power,Watch,Q4,135.41,12.0,1.5,2.0,1.5,50.0,60.0,45.0,43.3,25.08
BORR-0031,"Rastogi, Pathak and Kanda",Logistics,Healthy,Q4,99.31,12.0,1.5,2.0,1.5,50.0,60.0,45.0,43.36,43.47
BORR-0032,Upadhyay Group,Auto Components,Healthy,Q4,1155.49,12.0,1.5,2.0,1.5,50.0,60.0,45.0,385.04,424.48
BORR-0033,Batta Inc,Steel,Stressed,Q4,178.84,12.0,1.5,2.0,1.5,50.0,60.0,45.0,100.59,84.66
BORR-0034,Dutta Ltd,Power,Healthy,Q4,62.95,12.0,1.5,2.0,1.5,50.0,60.0,45.0,10.95,18.96
BORR-0035,Bhatt-Rajan,Pharmaceuticals,Healthy,Q4,412.63,12.0,1.5,2.0,1.5,50.0,60.0,45.0,162.99,108.26
BORR-0036,Sidhu-Wadhwa,Trading,Healthy,Q4,53.47,12.0,1.5,2.0,1.5,50.0,60.0,45.0,24.01,16.29
BORR-0037,Apte-Contractor,Construction,Healthy,Q4,223.38,12.0,1.5,2.0,1.5,50.0,60.0,45.0,72.62,88.66
BORR-0038,"Yadav, Loke and Oak",Textiles,Healthy,Q4,50.0,12.0,1.5,2.0,1.5,50.0,60.0,45.0,20.9,15.98
BORR-0039,Memon Group,Pharmaceuticals,Stressed,Q4,50.0,12.0,1.5,2.0,1.5,50.0,60.0,45.0,33.59,22.8
BORR-0040,Setty Inc,Renewable Energy,Healthy,Q4,220.71,12.0,1.5,2.0,1.5,50.0,60.0,45.0,155.06,110.16
BORR-0041,"Lall, Tella and Gokhale",Power,Stressed,Q4,379.35,12.0,1.5,2.0,1.5,50.0,60.0,45.0,212.39,122.98
BORR-0042,"Cherian, Misra and Tripathi",Steel,Stressed,Q4,215.16,12.0,1.5,2.0,1.5,50.0,60.0,45.0,62.9,75.34
BORR-0043,"Issac, Dua and Prakash",Renewable Energy,Watch,Q4,161.48,12.0,1.5,2.0,1.5,50.0,60.0,45.0,90.19,31.95
BORR-0044,Zacharia PLC,Food Processing,Stressed,Q4,134.14,12.0,1.5,2.0,1.5,50.0,60.0,45.0,97.98,33.98
BORR-0045,Naik Group,Steel,Stressed,Q4,50.0,12.0,1.5,2.0,1.5,50.0,60.0,45.0,27.75,15.75
BORR-0046,Choudhury LLC,Infrastructure,Watch,Q4,88.25,12.0,1.5,2.0,1.5,50.0,60.0,45.0,35.43,36.16
BORR-0047,Khatri-Bhardwaj,Steel,Watch,Q4,114.36,12.0,1.5,2.0,1.5,50.0,60.0,45.0,62.63,42.84
BORR-0048,Brar Inc,Renewable Energy,Healthy,Q4,521.72,12.0,1.5,2.0,1.5,50.0,60.0,45.0,349.48,102.32
BORR-0049,"Sunder, Biswas and Walia",Renewable Energy,Stressed,Q4,255.6,12.0,1.5,2.0,1.5,50.0,60.0,45.0,118.31,79.32
BORR-0050,Dave Ltd,Auto Components,Healthy,Q4,50.0,12.0,1.5,2.0,1.5,50.0,60.0,45.0,10.48,19.78
BORR-0051,Gandhi-Lanka,Steel,Healthy,Q4,250.66,12.0,1.5,2.0,1.5,50.0,60.0,45.0,149.58,70.29
BORR-0052,"Sampath, Kakar and Zacharia",Pharmaceuticals,Watch,Q4,123.34,12.0,1.5,2.0,1.5,50.0,60.0,45.0,27.0,30.53
BORR-0053,"Iyer, Muni and Rastogi",Renewable Energy,Healthy,Q4,92.12,12.0,1.5,2.0,1.5,50.0,60.0,45.0,67.53,16.78
BORR-0054,"Prakash, Sarma and Varughese",Trading,Healthy,Q4,334.18,12.0,1.5,2.0,1.5,50.0,60.0,45.0,152.86,90.5
BORR-0055,Dara-Kota,Infrastructure,Healthy,Q4,508.26,12.0,1.5,2.0,1.5,50.0,60.0,45.0,290.83,165.23
BORR-0056,Bhatt LLC,Engineering,Watch,Q4,460.02,12.0,1.5,2.0,1.5,50.0,60.0,45.0,189.26,133.48
BORR-0057,Karpe PLC,Renewable Energy,Watch,Q4,78.32,12.0,1.5,2.0,1.5,50.0,60.0,45.0,15.29,37.82
BORR-0058,Amble Inc,Manufacturing,Healthy,Q4,133.06,12.0,1.5,2.0,1.5,50.0,60.0,45.0,24.5,58.69
BORR-0059,"Bhargava, Karnik and Bir",Infrastructure,Watch,Q4,252.46,12.0,1.5,2.0,1.5,50.0,60.0,45.0,135.74,41.33
BORR-0060,Narayanan Inc,Power,Watch,Q4,480.85,12.0,1.5,2.0,1.5,50.0,60.0,45.0,324.07,128.23
BORR-0061,"Khanna, Mallick and Sunder",Manufacturing,Healthy,Q4,112.26,12.0,1.5,2.0,1.5,50.0,60.0,45.0,41.26,23.92
BORR-0062,Zacharia and Sons,Textiles,Watch,Q4,150.56,12.0,1.5,2.0,1.5,50.0,60.0,45.0,87.73,24.89
BORR-0063,"Solanki, Kibe and Solanki",Textiles,Healthy,Q4,59.96,12.0,1.5,2.0,1.5,50.0,60.0,45.0,38.38,25.81
BORR-0064,Gupta-Chandra,Auto Components,Healthy,Q4,54.81,12.0,1.5,2.0,1.5,50.0,60.0,45.0,40.92,15.41
BORR-0065,Sankar LLC,Chemicals,Healthy,Q4,408.51,12.0,1.5,2.0,1.5,50.0,60.0,45.0,119.52,78.7
BORR-0066,Roy-Sibal,Pharmaceuticals,Healthy,Q4,703.62,12.0,1.5,2.0,1.5,50.0,60.0,45.0,134.12,235.09
BORR-0067,"Bhagat, Chaudhari and Bhat",Renewable Energy,Healthy,Q4,168.68,12.0,1.5,2.0,1.5,50.0,60.0,45.0,43.02,71.3
BORR-0068,Nori-Chopra,Logistics,Healthy,Q4,494.49,12.0,1.5,2.0,1.5,50.0,60.0,45.0,305.85,224.02
BORR-0069,Handa and Sons,Renewable Energy,Healthy,Q4,260.25,12.0,1.5,2.0,1.5,50.0,60.0,45.0,85.2,79.65
BORR-0070,"Sen, Dey and Sami",Food Processing,Watch,Q4,95.1,12.0,1.5,2.0,1.5,50.0,60.0,45.0,16.25,16.5
BORR-0071,Mallick Group,Infrastructure,Healthy,Q4,260.19,12.0,1.5,2.0,1.5,50.0,60.0,45.0,57.41,109.6
BORR-0072,Borra Group,Construction,Watch,Q4,843.9,12.0,1.5,2.0,1.5,50.0,60.0,45.0,449.48,361.02
BORR-0073,"Chaudhari, Bedi and Zachariah",Steel,Watch,Q4,174.89,12.0,1.5,2.0,1.5,50.0,60.0,45.0,39.39,45.64
BORR-0074,Chander and Sons,Chemicals,Watch,Q4,866.66,12.0,1.5,2.0,1.5,50.0,60.0,45.0,232.07,420.09
BORR-0075,Ray Group,Renewable Energy,Healthy,Q4,50.0,12.0,1.5,2.0,1.5,50.0,60.0,45.0,8.41,23.06
BORR-0076,Kala-Rattan,Trading,Healthy,Q4,412.36,12.0,1.5,2.0,1.5,50.0,60.0,45.0,153.53,142.92
BORR-0077,Gala Group,Auto Components,Healthy,Q4,197.76,12.0,1.5,2.0,1.5,50.0,60.0,45.0,89.64,96.57
BORR-0078,Ramakrishnan LLC,Steel,Healthy,Q4,134.42,12.0,1.5,2.0,1.5,50.0,60.0,45.0,51.32,41.35
BORR-0079,Mangal-Sampath,Infrastructure,Healthy,Q4,198.69,12.0,1.5,2.0,1.5,50.0,60.0,45.0,46.47,94.57
BORR-0080,"Sur, Dubey and Gupta",Trading,Watch,Q4,50.0,12.0,1.5,2.0,1.5,50.0,60.0,45.0,24.85,11.48
BORR-0081,Kalla-Bhardwaj,Logistics,Stressed,Q4,145.52,12.0,1.5,2.0,1.5,50.0,60.0,45.0,95.9,58.88
BORR-0082,"Bhat, Murthy and Bhandari",Chemicals,Healthy,Q4,259.07,12.0,1.5,2.0,1.5,50.0,60.0,45.0,158.74,102.78
BORR-0083,Sood PLC,Engineering,Watch,Q4,794.64,12.0,1.5,2.0,1.5,50.0,60.0,45.0,215.54,268.99
BORR-0084,"Dugar, Bhandari and Trivedi",Renewable Energy,Healthy,Q4,107.96,12.0,1.5,2.0,1.5,50.0,60.0,45.0,76.76,49.38
BORR-0085,Grewal Inc,Manufacturing,Stressed,Q4,80.76,12.0,1.5,2.0,1.5,50.0,60.0,45.0,26.57,29.15
BORR-0086,"Bir, Keer and Raval",Textiles,Watch,Q4,109.75,12.0,1.5,2.0,1.5,50.0,60.0,45.0,56.7,41.0
BORR-0087,Koshy PLC,Renewable Energy,Healthy,Q4,452.78,12.0,1.5,2.0,1.5,50.0,60.0,45.0,100.03,116.54
BORR-0088,"Baral, Bumb and Saini",Renewable Energy,Watch,Q4,251.83,12.0,1.5,2.0,1.5,50.0,60.0,45.0,151.81,114.73
BORR-0089,"Virk, Mutti and Lal",Textiles,Healthy,Q4,106.72,12.0,1.5,2.0,1.5,50.0,60.0,45.0,48.87,33.07
BORR-0090,Murthy and Sons,Construction,Watch,Q4,302.86,12.0,1.5,2.0,1.5,50.0,60.0,45.0,162.8,89.99
BORR-0091,Randhawa-Deep,Logistics,Healthy,Q4,199.75,12.0,1.5,2.0,1.5,50.0,60.0,45.0,57.49,62.17
BORR-0092,"Mital, Shankar and Mutti",Logistics,Healthy,Q4,477.54,12.0,1.5,2.0,1.5,50.0,60.0,45.0,293.99,95.05
BORR-0093,Andra Group,Renewable Energy,Healthy,Q4,89.83,12.0,1.5,2.0,1.5,50.0,60.0,45.0,49.66,38.18
BORR-0094,"Chaudhry, Borah and Yogi",Food Processing,Watch,Q4,130.63,12.0,1.5,2.0,1.5,50.0,60.0,45.0,85.99,23.82
BORR-0095,Toor LLC,Engineering,Watch,Q4,122.47,12.0,1.5,2.0,1.5,50.0,60.0,45.0,69.49,48.54
BORR-0096,Palla Inc,Construction,Stressed,Q4,50.0,12.0,1.5,2.0,1.5,50.0,60.0,45.0,11.88,12.06
BORR-0097,Pingle LLC,Infrastructure,Healthy,Q4,243.74,12.0,1.5,2.0,1.5,50.0,60.0,45.0,181.39,118.22
BORR-0098,Sarma PLC,Manufacturing,Healthy,Q4,235.35,12.0,1.5,2.0,1.5,50.0,60.0,45.0,110.06,57.93
BORR-0099,"Mittal, Wadhwa and Anand",Renewable Energy,Healthy,Q4,182.2,12.0,1.5,2.0,1.5,50.0,60.0,45.0,117.85,32.47
BORR-0100,"Mistry, Chawla and Desai",Power,Watch,Q4,143.37,12.0,1.5,2.0,1.5,50.0,60.0,45.0,62.41,23.84
BORR-0101,D’Alia-Chhabra,Construction,Watch,Q4,50.0,12.0,1.5,2.0,1.5,50.0,60.0,45.0,29.22,16.26
BORR-0102,"Dugal, Magar and Manda",Trading,Healthy,Q4,119.03,12.0,1.5,2.0,1.5,50.0,60.0,45.0,62.03,51.1
BORR-0103,"Kade, Oza and Jani",Steel,Healthy,Q4,128.67,12.0,1.5,2.0,1.5,50.0,60.0,45.0,21.33,35.24
BORR-0104,"Lalla, Tiwari and Suresh",Chemicals,Healthy,Q4,81.27,12.0,1.5,2.0,1.5,50.0,60.0,45.0,35.8,14.38
BORR-0105,Behl-Chanda,Food Processing,Watch,Q4,154.27,12.0,1.5,2.0,1.5,50.0,60.0,45.0,52.22,75.22
BORR-0106,"Sampath, Malhotra and Basu",Trading,Healthy,Q4,271.52,12.0,1.5,2.0,1.5,50.0,60.0,45.0,88.19,106.57
BORR-0107,Nath and Sons,Trading,Healthy,Q4,1195.34,12.0,1.5,2.0,1.5,50.0,60.0,45.0,564.37,446.3
BORR-0108,"Lala, Edwin and Sathe",Pharmaceuticals,Healthy,Q4,215.85,12.0,1.5,2.0,1.5,50.0,60.0,45.0,83.03,90.73
BORR-0109,"Sane, Andra and Choudhury",Manufacturing,Healthy,Q4,234.52,12.0,1.5,2.0,1.5,50.0,60.0,45.0,149.18,44.62
BORR-0110,Dixit PLC,Food Processing,Stressed,Q4,168.27,12.0,1.5,2.0,1.5,50.0,60.0,45.0,85.03,48.14
BORR-0111,Pingle PLC,Logistics,Healthy,Q4,50.0,12.0,1.5,2.0,1.5,50.0,60.0,45.0,21.24,10.52
BORR-0112,"Divan, Sani and Datta",Textiles,Stressed,Q4,176.53,12.0,1.5,2.0,1.5,50.0,60.0,45.0,85.25,56.73
BORR-0113,Morar LLC,Engineering,Healthy,Q4,192.53,12.0,1.5,2.0,1.5,50.0,60.0,45.0,90.98,40.21
BORR-0114,Parmar and Sons,Pharmaceuticals,Healthy,Q4,2128.65,12.0,1.5,2.0,1.5,50.0,60.0,45.0,1420.49,384.1
BORR-0115,"Krish, Chauhan and Pandya",Construction,Healthy,Q4,149.55,12.0,1.5,2.0,1.5,50.0,60.0,45.0,48.69,52.41
BORR-0116,"Ray, Dubey and Khalsa",Food Processing,Healthy,Q4,245.07,12.0,1.5,2.0,1.5,50.0,60.0,45.0,47.86,104.92
BORR-0117,Goel Group,Pharmaceuticals,Healthy,Q4,175.09,12.0,1.5,2.0,1.5,50.0,60.0,45.0,113.28,46.96
BORR-0118,Gola Ltd,Renewable Energy,Healthy,Q4,56.34,12.0,1.5,2.0,1.5,50.0,60.0,45.0,20.63,10.08
BORR-0119,Sabharwal-Kothari,Logistics,Watch,Q4,568.4,12.0,1.5,2.0,1.5,50.0,60.0,45.0,229.29,111.55
BORR-0120,Dutta-Chokshi,Textiles,Watch,Q4,384.5,12.0,1.5,2.0,1.5,50.0,60.0,45.0,269.89,140.58
BORR-0121,Barad-Singhal,Chemicals,Watch,Q4,399.83,12.0,1.5,2.0,1.5,50.0,60.0,45.0,109.26,144.91
BORR-0122,Iyengar Group,Trading,Healthy,Q4,73.01,12.0,1.5,2.0,1.5,50.0,60.0,45.0,14.15,25.96
BORR-0123,Mody-Kari,Textiles,Critical,Q4,737.15,12.0,1.5,2.0,1.5,50.0,60.0,45.0,347.81,211.38
BORR-0124,Bajwa Ltd,Infrastructure,Stressed,Q4,50.0,12.0,1.5,2.0,1.5,50.0,60.0,45.0,23.02,21.89
BORR-0125,Rastogi LLC,Textiles,Healthy,Q4,325.99,12.0,1.5,2.0,1.5,50.0,60.0,45.0,98.8,60.64
BORR-0126,Boase-Mallick,Logistics,Healthy,Q4,1620.44,12.0,1.5,2.0,1.5,50.0,60.0,45.0,318.79,454.51
BORR-0127,Upadhyay-Ratta,Trading,Healthy,Q4,67.32,12.0,1.5,2.0,1.5,50.0,60.0,45.0,41.44,27.36
BORR-0128,"Yadav, Narula and Bala",Chemicals,Healthy,Q4,102.89,12.0,1.5,2.0,1.5,50.0,60.0,45.0,21.18,48.61
BORR-0129,Lal and Sons,Pharmaceuticals,Watch,Q4,200.27,12.0,1.5,2.0,1.5,50.0,60.0,45.0,84.44,46.41
BORR-0130,"Lanka, Barad and Chopra",Power,Watch,Q4,109.57,12.0,1.5,2.0,1.5,50.0,60.0,45.0,19.09,48.49
BORR-0131,"Saraf, Pai and Murthy",Engineering,Watch,Q4,50.0,12.0,1.5,2.0,1.5,50.0,60.0,45.0,11.42,21.91
BORR-0132,Vaidya-D’Alia,Auto Components,Healthy,Q4,194.14,12.0,1.5,2.0,1.5,50.0,60.0,45.0,49.25,43.71
BORR-0133,Gupta-Kumar,Manufacturing,Healthy,Q4,62.66,12.0,1.5,2.0,1.5,50.0,60.0,45.0,46.6,26.55
BORR-0134,Sarin Inc,Infrastructure,Healthy,Q4,291.08,12.0,1.5,2.0,1.5,50.0,60.0,45.0,186.22,137.11
BORR-0135,"Yohannan, Hegde and Patla",Manufacturing,Healthy,Q4,72.28,12.0,1.5,2.0,1.5,50.0,60.0,45.0,14.76,16.73
BORR-0136,Boase-Narayanan,Steel,Healthy,Q4,854.0,12.0,1.5,2.0,1.5,50.0,60.0,45.0,300.55,224.53
BORR-0137,"Murthy, Dash and Mital",Power,Stressed,Q4,82.83,12.0,1.5,2.0,1.5,50.0,60.0,45.0,31.88,41.25
BORR-0138,"More, Rege and Narain",Steel,Healthy,Q4,131.36,12.0,1.5,2.0,1.5,50.0,60.0,45.0,47.33,55.89
BORR-0139,Merchant-Datta,Steel,Stressed,Q4,408.92,12.0,1.5,2.0,1.5,50.0,60.0,45.0,145.2,188.42
BORR-0140,Salvi Ltd,Manufacturing,Healthy,Q4,52.94,12.0,1.5,2.0,1.5,50.0,60.0,45.0,20.42,18.13
BORR-0141,Ghosh-Mitra,Auto Components,Watch,Q4,227.57,12.0,1.5,2.0,1.5,50.0,60.0,45.0,59.38,104.66
BORR-0142,Acharya-Modi,Auto Components,Watch,Q4,669.91,12.0,1.5,2.0,1.5,50.0,60.0,45.0,488.62,261.58
BORR-0143,Kade-Sani,Auto Components,Critical,Q4,50.0,12.0,1.5,2.0,1.5,50.0,60.0,45.0,13.56,21.89
BORR-0144,"Nagy, Shroff and Sathe",Steel,Healthy,Q4,218.03,12.0,1.5,2.0,1.5,50.0,60.0,45.0,153.7,75.64
BORR-0145,Kala-Vaidya,Chemicals,Healthy,Q4,235.07,12.0,1.5,2.0,1.5,50.0,60.0,45.0,161.78,36.93
BORR-0146,Gara-Chad,Logistics,Stressed,Q4,396.16,12.0,1.5,2.0,1.5,50.0,60.0,45.0,72.78,169.17
BORR-0147,Varma-Nayak,Food Processing,Healthy,Q4,52.62,12.0,1.5,2.0,1.5,50.0,60.0,45.0,13.5,23.92
BORR-0148,Keer Ltd,Manufacturing,Watch,Q4,50.0,12.0,1.5,2.0,1.5,50.0,60.0,45.0,21.72,9.82
BORR-0149,Kar-Issac,Logistics,Stressed,Q4,305.5,12.0,1.5,2.0,1.5,50.0,60.0,45.0,114.42,115.04
BORR-0150,Bakshi Inc,Renewable Energy,Watch,Q4,243.96,12.0,1.5,2.0,1.5,50.0,60.0,45.0,109.4,61.83
BORR-0151,Soman PLC,Construction,Watch,Q4,232.87,12.0,1.5,2.0,1.5,50.0,60.0,45.0,147.88,97.11
BORR-0152,Shah Group,Auto Components,Stressed,Q4,256.33,12.0,1.5,2.0,1.5,50.0,60.0,45.0,119.94,75.51
BORR-0153,"Hayer, Rajagopalan and Talwar",Food Processing,Watch,Q4,91.83,12.0,1.5,2.0,1.5,50.0,60.0,45.0,57.04,38.84
BORR-0154,Kohli-Divan,Steel,Healthy,Q4,228.66,12.0,1.5,2.0,1.5,50.0,60.0,45.0,86.92,81.41
BORR-0155,"Ahluwalia, Chhabra and Sandal",Steel,Healthy,Q4,243.0,12.0,1.5,2.0,1.5,50.0,60.0,45.0,89.9,91.78
BORR-0156,Goda Ltd,Auto Components,Healthy,Q4,88.73,12.0,1.5,2.0,1.5,50.0,60.0,45.0,48.54,33.88
BORR-0157,"Shetty, Bedi and Krish",Engineering,Healthy,Q4,1171.19,12.0,1.5,2.0,1.5,50.0,60.0,45.0,659.29,372.71
BORR-0158,Shan and Sons,Trading,Healthy,Q4,291.15,12.0,1.5,2.0,1.5,50.0,60.0,45.0,161.9,87.08
BORR-0159,Wali-Nadig,Steel,Watch,Q4,55.08,12.0,1.5,2.0,1.5,50.0,60.0,45.0,12.64,22.26
BORR-0160,Thaman-Sandhu,Manufacturing,Watch,Q4,349.52,12.0,1.5,2.0,1.5,50.0,60.0,45.0,200.18,135.36
BORR-0161,"Sehgal, Dutt and Soman",Food Processing,Healthy,Q4,68.4,12.0,1.5,2.0,1.5,50.0,60.0,45.0,45.22,31.07
BORR-0162,Lad-Kota,Auto Components,Healthy,Q4,398.25,12.0,1.5,2.0,1.5,50.0,60.0,45.0,68.3,136.28
